PERSON_ID,FIRST_NAME,LAST_NAME,TEAM,DESCRIPTION,ALL_NBA_TEAM_NUMBER,SEASON,MONTH,WEEK,CONFERENCE,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3
1630214,Xavier,Tillman,Boston Celtics,NBA Champion,,2023-24,,,,Award,Champion,,
1630217,Desmond,Bane,Memphis Grizzlies,All-Rookie Team,2,2020-21,,,West,Award,Kia Motors,KIART,
17,Clyde,Drexler,Portland Trail Blazers,All-NBA,2,1987-88,,,1610612757,Award,Kia Motors,KIANT,
17,Clyde,Drexler,Portland Trail Blazers,All-NBA,3,1989-90,,,1610612757,Award,Kia Motors,KIANT,
17,Clyde,Drexler,Portland Trail Blazers,All-NBA,2,1990-91,,,1610612757,Award,Kia Motors,KIANT,
17,Clyde,Drexler,Portland Trail Blazers,All-NBA,1,1991-92,,,1610612757,Award,Kia Motors,KIANT,
17,Clyde,Drexler,Houston Rockets,All-NBA,3,1994-95,,,1610612745,Award,Kia Motors,KIANT,
17,Clyde,Drexler,,Hall of Fame Inductee,,2004,,,,Award,Hall of Fame,,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Month,,1991-92,11/01/1991,,,Award,Kia Motors,KIPMO,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1985-86,,1986-01-05T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1987-11-29T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1987-12-06T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1987-88,,1988-03-13T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1988-89,,1988-12-25T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1988-89,,1989-04-09T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1989-90,,1989-11-26T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1990-11-18T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1991-03-31T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Portland Trail Blazers,NBA Player of the Week,,1990-91,,1991-04-14T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,Houston Rockets,NBA Player of the Week,,1994-95,,1995-04-09T00:00:00,,Award,Kia Motors,KIPWK,
17,Clyde,Drexler,USA,Olympic Gold Medal,,1992,,,,Award,Olympic,Gold,
17,Clyde,Drexler,,NBA All-Star,,1985-86,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1987-88,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1988-89,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1989-90,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1990-91,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1991-92,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1992-93,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1993-94,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1995-96,,,,Award,All-Star,,
17,Clyde,Drexler,,NBA All-Star,,1996-97,,,,Award,All-Star,,
17,Clyde,Drexler,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,
1630224,Jalen,Green,Houston Rockets,NBA Rookie of the Month,,2021-22,3/1/2022,,West,Award,Kia Motors,KIRMO,
1630224,Jalen,Green,Houston Rockets,All-Rookie Team,1,2021-22,,,West,Award,Kia Motors,KIART,
1630224,Jalen,Green,Houston Rockets,NBA Player of the Week,,2023-24,,2024-03-11T00:00:00,West,Award,Kia Motors,KIPWK,
1630228,Jonathan,Kuminga,Golden State Warriors,NBA Champion,,2021-22,,,,Award,Champion,,
22,Rik,Smits,Indiana Pacers,All-Rookie Team,1,1988-89,,,1610612754,Award,Kia Motors,KIART,
22,Rik,Smits,Indiana Pacers,NBA Player of the Week,,1994-95,,1995-03-12T00:00:00,,Award,Kia Motors,KIPWK,
22,Rik,Smits,Indiana Pacers,NBA Player of the Week,,1997-98,,1998-01-04T00:00:00,,Award,Kia Motors,KIPWK,
22,Rik,Smits,,NBA All-Star,,1997-98,,,,Award,All-Star,,
23,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1,1988-89,,,1610612765,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1,1989-90,,,1610612765,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1,1990-91,,,1610612765,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1,1991-92,,,1610612765,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Detroit Pistons,All-Defensive Team,1,1992-93,,,1610612765,Award,Kia Motors,KIADT,
23,Dennis,Rodman,San Antonio Spurs,All-Defensive Team,2,1993-94,,,1610612759,Award,Kia Motors,KIADT,
23,Dennis,Rodman,San Antonio Spurs,All-Defensive Team,1,1994-95,,,1610612759,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Chicago Bulls,All-Defensive Team,1,1995-96,,,1610612741,Award,Kia Motors,KIADT,
23,Dennis,Rodman,Detroit Pistons,All-NBA,3,1991-92,,,1610612765,Award,Kia Motors,KIANT,
23,Dennis,Rodman,San Antonio Spurs,All-NBA,3,1994-95,,,1610612759,Award,Kia Motors,KIANT,
23,Dennis,Rodman,,Hall of Fame Inductee,,2011,,,,Award,Hall of Fame,,
23,Dennis,Rodman,Detroit Pistons,IBM Award,,1991-92,,,,Award,IBM,IBMAW,
23,Dennis,Rodman,Detroit Pistons,NBA Defensive Player of the Year,,1989-90,,,,Award,Kia Motors,KDPYR,
23,Dennis,Rodman,Detroit Pistons,NBA Defensive Player of the Year,,1990-91,,,,Award,Kia Motors,KDPYR,
23,Dennis,Rodman,Detroit Pistons,NBA Player of the Month,,1991-92,01/01/1992,,,Award,Kia Motors,KIPMO,
23,Dennis,Rodman,Detroit Pistons,NBA Player of the Week,,1991-92,,1991-12-15T00:00:00,,Award,Kia Motors,KIPWK,
23,Dennis,Rodman,,NBA All-Star,,1989-90,,,,Award,All-Star,,
23,Dennis,Rodman,,NBA All-Star,,1991-92,,,,Award,All-Star,,
23,Dennis,Rodman,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
23,Dennis,Rodman,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
23,Dennis,Rodman,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
23,Dennis,Rodman,Detroit Pistons,NBA Champion,,1988-89,,,,Award,Champion,,
23,Dennis,Rodman,Detroit Pistons,NBA Champion,,1989-90,,,,Award,Champion,,
26,Luc,Longley,Australia,Olympic Appearance,,1988,,,,Award,Olympic,Appearance,
26,Luc,Longley,Australia,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,
26,Luc,Longley,Australia,Olympic Appearance,,2000,,,,Award,Olympic,Appearance,
26,Luc,Longley,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
26,Luc,Longley,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
26,Luc,Longley,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
1630241,Sam,Merrill,Milwaukee Bucks,NBA Champion,,2020-21,,,,Award,Champion,,
1630245,Ayo,Dosunmu,Chicago Bulls,All-Rookie Team,2,2021-22,,,East,Award,Kia Motors,KIART,
1630256,Jae'Sean,Tate,Houston Rockets,All-Rookie Team,1,2020-21,,,West,Award,Kia Motors,KIART,
49,Gheorghe,Muresan,Washington Bullets,NBA Most Improved Player,,1995-96,,,,Award,Kia Motors,KIMIP,
51,Chris,Jackson,Denver Nuggets,All-Rookie Team,2,1990-91,,,1610612743,Award,Kia Motors,KIART,
51,Mahmoud,Abdul-Rauf,Denver Nuggets,NBA Most Improved Player,,1992-93,,,,Award,Kia Motors,KIMIP,
52,Micheal,Williams,Indiana Pacers,All-Defensive Team,2,1991-92,,,1610612754,Award,Kia Motors,KIADT,
52,Micheal,Williams,Detroit Pistons,NBA Champion,,1988-89,,,,Award,Champion,,
53,Mario,Elie,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,
53,Mario,Elie,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,
53,Mario,Elie,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,
54,Dickey,Simpkins,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1993-94,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1994-95,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1995-96,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1996-97,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1997-98,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1998-99,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,1999-00,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,2000-01,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-Defensive Team,1,2001-02,,,1610612760,Award,Kia Motors,KIADT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,3,1993-94,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,2,1994-95,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,2,1995-96,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,2,1996-97,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,1,1997-98,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,2,1998-99,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,1,1999-00,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,3,2000-01,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-NBA,2,2001-02,,,1610612760,Award,Kia Motors,KIANT,
56,Gary,Payton,Seattle SuperSonics,All-Rookie Team,2,1990-91,,,1610612760,Award,Kia Motors,KIART,
56,Gary,Payton,,Hall of Fame Inductee,,2013,,,,Award,Hall of Fame,,
56,Gary,Payton,Seattle SuperSonics,NBA Defensive Player of the Year,,1995-96,,,,Award,Kia Motors,KDPYR,
56,Gary,Payton,Seattle SuperSonics,NBA Player of the Month,,1999-00,04/01/2000,,,Award,Kia Motors,KIPMO,
56,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1994-95,,1995-01-08T00:00:00,,Award,Kia Motors,KIPWK,
56,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,1998-99,,1999-02-14T00:00:00,,Award,Kia Motors,KIPWK,
56,Gary,Payton,Seattle SuperSonics,NBA Player of the Week,,2001-02,,2001-12-23T00:00:00,West,Award,Kia Motors,KIPWK,
56,Gary,Payton,USA,Olympic Gold Medal,,1996,,,,Award,Olympic,Gold,
56,Gary,Payton,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
56,Gary,Payton,,NBA All-Star,,1993-94,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,1994-95,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,1995-96,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,1996-97,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,1997-98,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,1999-00,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,2000-01,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,2001-02,,,,Award,All-Star,,
56,Gary,Payton,,NBA All-Star,,2002-03,,,,Award,All-Star,,
56,Gary,Payton,Miami Heat,NBA Champion,,2005-06,,,,Award,Champion,,
57,Doug,Christie,Sacramento Kings,All-Defensive Team,2,2000-01,,,1610612758,Award,Kia Motors,KIADT,
57,Doug,Christie,Sacramento Kings,All-Defensive Team,2,2001-02,,,1610612758,Award,Kia Motors,KIADT,
57,Doug,Christie,Sacramento Kings,All-Defensive Team,1,2002-03,,,1610612758,Award,Kia Motors,KIADT,
57,Doug,Christie,Sacramento Kings,All-Defensive Team,2,2003-04,,,1610612758,Award,Kia Motors,KIADT,
61,Carl,Herrera,Venezuela,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,
61,Carl,Herrera,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,
61,Carl,Herrera,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,
64,Sam,Perkins,Dallas Mavericks,All-Rookie Team,1,1984-85,,,1610612742,Award,Kia Motors,KIART,
64,Sam,Perkins,USA,Olympic Gold Medal,,1984,,,,Award,Olympic,Gold,
70,Steve,Kerr,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
70,Steve,Kerr,Chicago Bulls,NBA Champion,,1996-97,,,,Award,Champion,,
70,Steve,Kerr,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
70,Steve,Kerr,San Antonio Spurs,NBA Champion,,1998-99,,,,Award,Champion,,
70,Steve,Kerr,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,
71,Pooh,Richardson,Minnesota Timberwolves,All-Rookie Team,1,1989-90,,,1610612750,Award,Kia Motors,KIART,
72,Kenny,Anderson,New Jersey Nets,NBA Player of the Week,,1993-94,,1994-01-23T00:00:00,,Award,Kia Motors,KIPWK,
72,Kenny,Anderson,,NBA All-Star,,1993-94,,,,Award,All-Star,,
76,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Month,,1994-95,12/01/1994,,,Award,Kia Motors,KIPMO,
76,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Week,,1994-95,,1994-12-25T00:00:00,,Award,Kia Motors,KIPWK,
76,Cedric,Ceballos,Los Angeles Lakers,NBA Player of the Week,,1995-96,,1995-11-19T00:00:00,,Award,Kia Motors,KIPWK,
76,Cedric,Ceballos,,NBA All-Star,,1994-95,,,,Award,All-Star,,
81,Jeff,Grayer,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,
82,Bill,Wennington,Chicago Bulls,NBA Champion,,1995-96,,,,Award,Champion,,
82,Bill,Wennington,Chicago Bulls,NBA Champion,,1997-98,,,,Award,Champion,,
84,Latrell,Sprewell,Golden State Warriors,All-Defensive Team,2,1993-94,,,1610612744,Award,Kia Motors,KIADT,
84,Latrell,Sprewell,Golden State Warriors,All-NBA,1,1993-94,,,1610612744,Award,Kia Motors,KIANT,
84,Latrell,Sprewell,Golden State Warriors,All-Rookie Team,2,1992-93,,,1610612744,Award,Kia Motors,KIART,
84,Latrell,Sprewell,,NBA All-Star,,2000-01,,,,Award,All-Star,,
84,Latrell,Sprewell,,NBA All-Star,,1993-94,,,,Award,All-Star,,
84,Latrell,Sprewell,,NBA All-Star,,1994-95,,,,Award,All-Star,,
84,Latrell,Sprewell,,NBA All-Star,,1996-97,,,,Award,All-Star,,
87,Dikembe,Mutombo,Denver Nuggets,All-Defensive Team,2,1994-95,,,1610612743,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,1,1996-97,,,1610612737,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,1,1997-98,,,1610612737,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Atlanta Hawks,All-Defensive Team,2,1998-99,,,1610612737,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Philadelphia 76ers-Atlanta Hawks,All-Defensive Team,1,2000-01,,,1610612737,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Philadelphia 76ers-Atlanta Hawks,All-Defensive Team,2,2001-02,,,1610612737,Award,Kia Motors,KIADT,
87,Dikembe,Mutombo,Atlanta Hawks,All-NBA,3,1997-98,,,1610612737,Award,Kia Motors,KIANT,
87,Dikembe,Mutombo,Atlanta Hawks-Philadelphia 76ers,All-NBA,2,2000-01,,,1610612755,Award,Kia Motors,KIANT,
87,Dikembe,Mutombo,Philadelphia 76ers,All-NBA,3,2001-02,,,1610612755,Award,Kia Motors,KIANT,
87,Dikembe,Mutombo,Denver Nuggets,All-Rookie Team,1,1991-92,,,1610612743,Award,Kia Motors,KIART,
87,Dikembe,Mutombo,,Hall of Fame Inductee,,2015,,,,Award,Hall of Fame,,
87,Dikembe,Mutombo,Atlanta Hawks,IBM Award,,1998-99,,,,Award,IBM,IBMAW,
87,Dikembe,Mutombo,Philadelphia 76ers,J. Walter Kennedy Citizenship,,2000-01,,,,Award,Kia Motors,KIWKC,
87,Dikembe,Mutombo,Houston Rockets,J. Walter Kennedy Citizenship,,2008-09,,,,Award,Kia Motors,KIWKC,
87,Dikembe,Mutombo,Denver Nuggets,NBA Defensive Player of the Year,,1994-95,,,,Award,Kia Motors,KDPYR,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Defensive Player of the Year,,1996-97,,,,Award,Kia Motors,KDPYR,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Defensive Player of the Year,,1997-98,,,,Award,Kia Motors,KDPYR,
87,Dikembe,Mutombo,Atlanta Hawks-Philadelphia 76ers,NBA Defensive Player of the Year,,2000-01,,,,Award,Kia Motors,KDPYR,
87,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1992-93,,1993-03-28T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1993-94,,1994-04-10T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1994-95,,1995-04-16T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Denver Nuggets,NBA Player of the Week,,1995-96,,1995-12-10T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1996-97,,1996-12-01T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1997-98,,1997-11-09T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1998-99,,1999-01-30T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Atlanta Hawks,NBA Player of the Week,,1999-00,,2000-01-31T00:00:00,,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,New York Knicks,NBA Player of the Week,,2003-04,,2003-11-30T00:00:00,East,Award,Kia Motors,KIPWK,
87,Dikembe,Mutombo,Denver Nuggets,NBA Rookie of the Month,,1991-92,01/01/1992,,,Award,Kia Motors,KIRMO,
87,Dikembe,Mutombo,Denver Nuggets,NBA Rookie of the Month,,1991-92,11/01/1991,,,Award,Kia Motors,KIRMO,
87,Dikembe,Mutombo,,NBA All-Star,,1996-97,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,1997-98,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,1999-00,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,2000-01,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,2001-02,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,1991-92,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,1994-95,,,,Award,All-Star,,
87,Dikembe,Mutombo,,NBA All-Star,,1995-96,,,,Award,All-Star,,
89,Nick,VanExel,Los Angeles Lakers,All-Rookie Team,2,1993-94,,,1610612747,Award,Kia Motors,KIART,
89,Nick,Van Exel,,NBA All-Star,,1997-98,,,,Award,All-Star,,
96,Detlef,Schrempf,Seattle SuperSonics,All-NBA,3,1994-95,,,1610612760,Award,Kia Motors,KIANT,
96,Detlef,Schrempf,Indiana Pacers,NBA Player of the Month,,1991-92,02/01/1992,,,Award,Kia Motors,KIPMO,
96,Detlef,Schrempf,Indiana Pacers,NBA Sixth Man of the Year,,1990-91,,,,Award,Sporting News,KISMY,
96,Detlef,Schrempf,Indiana Pacers,NBA Sixth Man of the Year,,1991-92,,,,Award,Sporting News,KISMY,
96,Detlef,Schrempf,Germany,Olympic Appearance,,1992,,,,Award,Olympic,Appearance,
96,Detlef,Schrempf,,NBA All-Star,,1992-93,,,,Award,All-Star,,
96,Detlef,Schrempf,,NBA All-Star,,1994-95,,,,Award,All-Star,,
96,Detlef,Schrempf,,NBA All-Star,,1996-97,,,,Award,All-Star,,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1991-92,,1992-01-26T00:00:00,,Award,Kia Motors,KIPWK,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1992-93,,1993-02-07T00:00:00,,Award,Kia Motors,KIPWK,
98,Nick,Anderson,Orlando Magic,NBA Player of the Week,,1997-98,,1998-02-22T00:00:00,,Award,Kia Motors,KIPWK,
104,Benoit,Benjamin,Los Angeles Clippers,NBA Rookie of the Month,,1985-86,03/01/1986,,,Award,Kia Motors,KIRMO,
105,Dan,Majerle,Phoenix Suns,All-Defensive Team,2,1990-91,,,1610612756,Award,Kia Motors,KIADT,
105,Dan,Majerle,Phoenix Suns,All-Defensive Team,2,1992-93,,,1610612756,Award,Kia Motors,KIADT,
105,Dan,Majerle,USA,Olympic Bronze Medal,,1988,,,,Award,Olympic,Bronze,
105,Dan,Majerle,,NBA All-Star,,1991-92,,,,Award,All-Star,,
105,Dan,Majerle,,NBA All-Star,,1992-93,,,,Award,All-Star,,
105,Dan,Majerle,,NBA All-Star,,1994-95,,,,Award,All-Star,,
107,Dale,Ellis,Seattle SuperSonics,All-NBA,3,1988-89,,,1610612760,Award,Kia Motors,KIANT,
107,Dale,Ellis,Seattle SuperSonics,NBA Most Improved Player,,1986-87,,,,Award,Kia Motors,KIMIP,
107,Dale,Ellis,Seattle SuperSonics,NBA Player of the Week,,1988-89,,1989-01-08T00:00:00,,Award,Kia Motors,KIPWK,
107,Dale,Ellis,Denver Nuggets,NBA Player of the Week,,1996-97,,1996-11-17T00:00:00,,Award,Kia Motors,KIPWK,
107,Dale,Ellis,,NBA All-Star,,1988-89,,,,Award,All-Star,,
109,Robert,Horry,Houston Rockets,All-Rookie Team,2,1992-93,,,1610612745,Award,Kia Motors,KIART,
109,Robert,Horry,Houston Rockets,NBA Champion,,1993-94,,,,Award,Champion,,
109,Robert,Horry,Houston Rockets,NBA Champion,,1994-95,,,,Award,Champion,,
109,Robert,Horry,Los Angeles Lakers,NBA Champion,,1999-00,,,,Award,Champion,,
109,Robert,Horry,Los Angeles Lakers,NBA Champion,,2000-01,,,,Award,Champion,,
109,Robert,Horry,Los Angeles Lakers,NBA Champion,,2001-02,,,,Award,Champion,,
109,Robert,Horry,San Antonio Spurs,NBA Champion,,2004-05,,,,Award,Champion,,
109,Robert,Horry,San Antonio Spurs,NBA Champion,,2006-07,,,,Award,Champion,,
111,LaPhonso,Ellis,Denver Nuggets,All-Rookie Team,1,1992-93,,,1610612743,Award,Kia Motors,KIART,
120,Steve,Smith,Miami Heat,All-Rookie Team,1,1991-92,,,1610612748,Award,Kia Motors,KIART,
120,Steve,Smith,Atlanta Hawks,J. Walter Kennedy Citizenship,,1997-98,,,,Award,Kia Motors,KIWKC,
120,Steve,Smith,Atlanta Hawks,NBA Player of the Week,,1997-98,,1998-01-11T00:00:00,,Award,Kia Motors,KIPWK,
120,Steve,Smith,San Antonio Spurs,NBA Sportsmanship,,2001-02,,,,Award,Kia Motors,KSPRT,
120,Steve,Smith,USA,Olympic Gold Medal,,2000,,,,Award,Olympic,Gold,
120,Steven,Smith,,NBA All-Star,,1997-98,,,,Award,All-Star,,
120,Steven,Smith,San Antonio Spurs,NBA Champion,,2002-03,,,,Award,Champion,,
121,Patrick,Ewing,New York Knicks,All-Defensive Team,2,1987-88,,,1610612752,Award,Kia Motors,KIADT,
121,Patrick,Ewing,New York Knicks,All-Defensive Team,2,1988-89,,,1610612752,Award,Kia Motors,KIADT,
121,Patrick,Ewing,New York Knicks,All-Defensive Team,2,1991-92,,,1610612752,Award,Kia Motors,KIADT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1987-88,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1988-89,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,1,1989-90,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1990-91,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1991-92,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1992-93,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-NBA,2,1996-97,,,1610612752,Award,Kia Motors,KIANT,
121,Patrick,Ewing,New York Knicks,All-Rookie Team,1,1985-86,,,1610612752,Award,Kia Motors,KIART,
121,Patrick,Ewing,,Hall of Fame Inductee,,2008,,,,Award,Hall of Fame,,
121,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1988-89,04/01/1989,,,Award,Kia Motors,KIPMO,
121,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1989-90,11/01/1989,,,Award,Kia Motors,KIPMO,
121,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1992-93,03/01/1993,,,Award,Kia Motors,KIPMO,
121,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1993-94,01/01/1994,,,Award,Kia Motors,KIPMO,
121,Patrick,Ewing,New York Knicks,NBA Player of the Month,,1994-95,01/01/1995,,,Award,Kia Motors,KIPMO,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1985-86,,1985-11-17T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1986-87,,1986-12-28T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1988-89,,1988-11-27T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1988-89,,1989-02-26T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1989-90,,1989-12-03T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1991-92,,1992-01-05T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1992-93,,1992-12-20T00:00:00,,Award,Kia Motors,KIPWK,
121,Patrick,Ewing,New York Knicks,NBA Player of the Week,,1992-93,,1993-01-24T00:00:00,,Award,Kia Motors,KIPWK,
